name,street,housenumber,postcode,city,district_guess,lat,lon,is_chain,dist_to_kufstein_km,competitors_within_10km,nearest_competitor_km,website,phone
Matt,Mühlstraße,8,86911,Dießen am Ammersee,,47.948252,11.1045782,False,89.15420303994505,6,0.24125692707050173,https://www.matt.de/,+49 8807 1811
Matt,Untere Hauptstraße,1,85354,Freising,,48.4010484,11.7444964,False,96.20409328947586,9,0.11438947223027064,https://matt.de/standorte/optiker-hoerakustiker-freising/,+49 8161 147870
Matt Optik,Bahnhofsweg,4,82008,Unterhaching,,48.0659663,11.6115028,False,67.81192987951928,118,0.7664366672536563,,
Matt Optik,,,,,,47.998508,11.1767504,False,87.18162073019394,6,0.07526984094152446,https://matt.de/,
Matt Optik,Hauptstraße,30,82256,Fürstenfeldbruck,,48.1789251,11.254907,False,94.92033612511874,18,0.05176518153446707,https://www.matt.de/,
Matt Optik,Marktgasse,4,85072,Eichstätt,,48.8931383,11.1844596,False,162.79992490317224,1,0.11667321761165844,,
Matt-Optik,,,,,,47.8532004,12.121436,False,30.202020196723637,17,0.2041989493813912,,
Maxhof Optik,Steinkirchner Straße,28,81475,München,,48.0882328,11.4794247,False,76.0515040997661,112,1.092999806873306,https://www.maxhof-optik.de/,+49 89 7551366
Meierin Optik,Marienplatz,7,83043,Bad Aibling,,47.8636036,12.0103673,False,33.28988326149756,18,0.07775507652977356,https://www.optik-meierin.de/,+49 8061 2233
Meirandres,,,,,,47.8507687,12.0581599,False,30.82974724427901,17,0.8871766348417279,,
Meirandres,Dorfplatz,2,83620,Feldkirchen-Westerham,,47.909675,11.8459412,False,43.499704451528636,4,0.09293008555394884,,
Meister Ederer,Kapuzinerstraße,31,80337,München,,48.1254268,11.5612301,False,75.3307891638449,159,0.9482962384897107,,
Meister Optik,Rosenheimer Straße,40,81669,München,,48.1292213,11.5926737,False,74.29114516232636,159,0.05662009941730254,https://www.meister-optik.de/,+49 89 48950630
Meyer Optik,,,,,,48.1547769,11.6300845,False,75.10100696104212,142,0.8005953141498661,,
Miehler,,,,,,47.8693641,12.6427055,False,47.74358903717129,7,0.09804790551869426,,
Milbertshofen Optik,Pfitznerstraße,1,80807,München,,48.1837678,11.5731407,False,80.10749926491661,136,1.8319527532726871,https://www.milbertshofen-optik.de/,+49893508325
Mister Spex,,,,,,48.1835681,11.5345697,False,81.71377881125142,136,1.2976274230366145,https://www.misterspex.de,0800 72 42 007
Moderne Augenoptik,Bahnhofstraße,6,84405,Dorfen,,48.2671903,12.1584353,False,76.04773005810209,5,0.7375707084382327,https://www.moderne-augenoptik.de,+49 8081 4258
Monaco Optik,Augustenstraße,64,80333,München,,48.1493503,11.5632769,False,77.38093127631606,152,0.29231658132067845,,+49 89 521949
Monaco-Optik,Thalkirchner Straße,198,,München,,48.1124834,11.5484072,False,74.77413720854325,158,0.76930694488039,https://monaco-optik.de/,
Murnau,,,82418,,,47.6767035,11.200757,False,73.12482427844083,1,0.28860304760346983,https://www.staffelseh-optik.de/,+49 8441 99625
Mykita,,,,,,48.1384748,11.5806832,False,75.64548336273143,155,0.28763465677011646,,
Niki Optik,Heidestraße,1,85386,Eching,,48.2965112,11.6214031,False,89.1022655923198,14,0.23759724073568958,https://www.siju-schicker.de/,
Nörr Optik,Leopoldstraße,33,80802,München,,48.1588584,11.5849101,False,77.3239876585938,148,0.0587947844880285,,
OPTIC AUGENBLICK,,,,,,47.6260757,12.9988997,False,62.57273613035569,2,0.41960451338996685,,
OPTIK KNOPP,,,,,,48.1719006,11.3519983,False,89.30465482202695,34,1.3088464484305105,,
OPTIK-OTTO,Bahnhofstraße,3,82041,Oberhaching,,48.0183024,11.5899077,False,64.77346716571131,28,0.25336869984233057,https://optikotto.de/,+49 89 62830088
Oakley,Sendlinger Straße,13,80331,München,,48.1356124,11.5715057,False,75.78579538414726,158,0.059367800769583874,,
Occhial,,,,,,48.1467212,11.6037818,False,75.42086425745521,148,0.15166971983641422,,+49 89 982389
Oehm,Herrnstraße,7,85368,Moosburg a.d. Isar,,48.4676468,11.9361805,False,99.81800126318683,4,0.05031028186314998,https://www.optik-oehm.de/,
Olaf Mayr Optik Akustik,,,,,,48.0887125,10.8516219,False,113.1052220289251,7,0.04551952814009944,,
Optik + Hörgeräte Lanzinger,Bahnhofstraße,12,83064,Raubling,,47.7903281,12.1110312,False,23.39461598155906,13,5.998741059250944,https://www.optik-lanzinger.de/,
Optik Ager,,,,,,47.7789837,12.4495469,False,30.36152364878315,3,0.23801012683237152,https://www.optik-ager.de/,+49 8641 4808
Optik Bachmaier,Franziskanerplatz,6,83471,,,47.6296116,13.0008555,False,62.747876102971944,2,0.3256521926049172,https://www.optik-bachmaier.de/,+49865263010
Optik Bartholomä,Schellingstraße,13,80799,München,,48.1497522,11.5774322,False,76.80806007104974,150,0.04582372474937846,,
Optik Billard,,,,,,48.1312612,11.5761124,False,75.1934343405711,159,0.06648423863503763,,
Optik Brönner,Augsburger Straße,6,85221,,,48.2598781,11.4332463,False,92.98838702689125,13,0.030728126818822032,https://www.optik-broenner.de/,+49 8131 72075
Optik Buchecker,,,,,,47.8544707,12.1242904,False,30.31929319380912,17,0.07842478887865366,,
Optik Bucher,,,,,,47.6939668,11.7681647,False,32.29596330967902,6,1.885366465959594,,
Optik Bussmann,Diefenbachstraße,39,,,,48.0777502,11.5203222,False,73.14995200932702,121,0.3998623856797769,https://www.optikbussmann.de/,+49 89 797921
Optik Domke,Romanplatz,4,80639,München,,48.1554599,11.5108859,False,80.25337095287452,150,1.5328328636282995,https://www.optik-domke.de/,
Optik Drickl,Bahnhofstraße,22,85737,Ismaning,,48.2250256,11.672157,False,80.31617637724591,43,0.45447803317620755,https://www.optik-drickl.de/,+49 89 96 76 77
Optik Engelke,Lindenstraße,2,83043,Bad Aibling,,47.862277,12.0067078,False,33.24941226824723,18,0.31030771862158335,https://www.optikengelke.de/,+49 8061 8191
Optik Ernst,Bahnhofstraße,16,83052,Bruckmühl,,47.8816252,11.914154,False,38.172523630022766,8,0.1611499192081973,,
Optik Fassler,,,,,,48.1279501,11.3649588,False,85.12358049637207,39,0.057393642855030264,http://www.optik-fassler.de,
Optik Federleicht,Münchener Straße,6d,82024,Taufkirchen,,48.0452001,11.6184508,False,65.68009390809446,58,1.0784017107838784,,
Optik Federleicht,Münchener Straße,9,83620,Feldkirchen-Westerham,,47.9092666,11.8448534,False,43.506810456549026,4,0.09293008555394884,https://www.optik-federleicht.de/,+49 8063 9721431
Optik Feierfeil,Bahnhofstraße,8,85375,Neufahrn b. Freising,,48.3140137,11.6635301,False,89.47703504385892,13,0.055610038289343286,https://www.optikfeierfeil.de,
Optik Ferstl,Bahnhofstraße,23,82152,Planegg,,48.1037611,11.4190422,False,80.38943987765443,50,0.2450568751568898,https://www.optik-ferstl.de/,
Optik Foto Waldemair,Ludwigstraße,20,85049,Ingolstadt,,48.7642257,11.4267495,False,142.3140283724006,15,0.02542749020611204,,
Optik Franz,,,,,,48.3950458,11.7593821,False,95.2156726248825,9,1.1210298903404414,,+49 8161 84916
Optik Gabriel,Bahnhofstraße,22,83229,Aschau im Chiemgau,,47.7782759,12.3243913,False,24.68607101268992,4,8.542393447996323,https://optik-gabriel.de/,+49 8052 4700
Optik Gahbauer,,,,,,48.1908183,11.8687411,False,71.11275533651944,5,0.06401571135278372,,
Optik Geisler,,,,,,48.1287472,11.5955458,False,74.12479059321646,156,0.14049632437273848,,
Optik Geisreiter,Lindenstraße,20,83395,Freilassing,,47.8399231,12.9801455,False,67.21815728010294,3,0.130833333500105,https://www.optik-geisreiter.de/,+49 8654 69303
Optik Geith,Neue Poststraße,9,85598,Vaterstetten,,48.0982024,11.7870052,False,63.883501357971454,26,0.14938943645378858,https://www.optik-geith.de/,+49 8106 7069
Optik Gelbe,Marktplatz,4a-b,85375,Neufahrn bei Freising,,48.3172808,11.6617114,False,89.86315483806379,12,0.38738031060742567,https://www.optik-gelbe.de/,+49 8165 90 96 55
Optik Griemann,,,,,,48.1072807,11.3034645,False,86.85928611145118,27,0.26736047500388654,,
Optik Gross,Sauerlacher Straße,26,82515,Wolfratshausen,,47.9131187,11.4253682,False,66.4609654773287,5,0.0275783995119947,,
Optik Hackenberg,Alte Bergstraße,410,86899,Landsberg am Lech,,48.0496217,10.8779697,False,109.3067034149815,7,0.07620260157487531,https://optik-hackenberg.de/,+49 8191 21638
Optik Hamacher,Südliche Münchner Straße,6b,82031,Grünwald,,48.0407881,11.5251443,False,69.87778834273063,37,0.09467879146986041,https://www.optik-hamacher.de/,+49 89 6411537
Optik Hartogs,Leopoldstraße,27,80802,München,,48.1581861,11.5845671,False,77.27665630362318,148,0.020213833118921252,,
Optik Heigl,Bahnhofstraße,10,85250,Altomünster,,48.3869595,11.2548429,False,112.20983295517608,3,9.627604667778577,,
Optik Henseler,Marktstraße,20,83317,Teisendorf,,47.8497845,12.8223186,False,57.3037750781932,0,11.036500190653145,https://www.optik-henseler.de/,
Optik Himmer,,,,,,48.7646651,11.4258899,False,142.38359555301585,15,0.07180903553498338,,
Optik Hirschhuber,Brückenstraße,6,84453,Mühldorf a. Inn,,48.2394364,12.5271838,False,77.74869887517197,7,0.32782406290376503,http://www.brilleundmehr.de/,
Optik Hirschhuber,Unterer Marktplatz,5,84405,Dorfen,,48.2733207,12.1512845,False,76.73550291444276,5,0.1569193890899976,https://www.hirschhuber.de,+49 8081 8960
Optik Hohenrein,Salzburger Straße,19,83329,Waging am See,,47.933931,12.7357401,False,57.70118615042172,6,9.65789665420969,,
Optik Holinka,,,,,,48.1464505,11.4622669,False,81.74697749608524,134,0.21324141285109643,https://www.optik-holinka.de/,+49 89 883508
Optik Hutter,Lenbachplatz,3,86529,Schrobenhausen,,48.5616315,11.2654699,False,127.7400313799027,2,0.09846580000671495,https://optik-hutter.de,+49 8252 2185
Optik Johannes,Bahnhofstraße,27,85238,Petershausen,,48.4120043,11.4704649,False,105.71069154878897,2,8.733720462805607,https://www.johannes-optik.de/,+49 8137 8426
Optik Jürgen Weiß,,,,,,48.1309578,11.6169316,False,73.42239219803403,156,0.861114757517269,,
Optik Kaiser - Institut für Contactlinsen,Eversbuschstraße,133,80999,München,,48.1935542,11.4591208,False,85.95427185618335,71,0.6200750753533159,http://www.haunreiter.de,
Optik Kantwerk,Bahnhofstraße,27,82377,Penzberg,,47.751262,11.3753885,False,62.128772219296536,2,0.06877808504803946,https://www.optik-kantwerk.de/,+49 8856 939369
Optik Kellner,Waldfriedhofstraße,88,81377,München,,48.1124137,11.5045956,False,76.82855775014424,154,1.290855602806345,https://www.optik-kellner.de/,+49 89 7147463
Optik Kind Geretsried-Zentrum II,Sudetenstraße,10,82538,Geretsried,,47.8582565,11.4828895,False,59.59320145145291,5,2.255330770529589,https://www.kind.com/de-de/fachgeschaefte/Geretsried-Zentrum-II/,+49 8171 52658
Optik Kleinert,Bahnhofstraße,2,83435,Bad Reichenhall,,47.7251357,12.8782447,False,55.58003608000186,3,0.1073659026691875,https://optik-kleinert.de,+49 8651 83 60
Optik Kleinert,Marktplatz,19,83471,Berchtesgaden,,47.6325379,13.0010298,False,62.78669122941991,2,0.3256521926049172,https://optik-kleinert.de,+49 8652 33 40
Optik Klockau,,,,,,48.1667166,11.5769387,False,78.3789959522233,145,0.1594777187394145,,+49 89 393485
Optik Knopp,Röntgenstraße,5,82152,Planegg,,48.1090369,11.4500323,False,79.23182809743363,97,1.7412472283571594,https://www.optik-knopp.de/,
Optik Koch,Herrenstraße,10,86911,Dießen am Ammersee,,47.9480862,11.1013484,False,89.36094957898575,6,0.24125692707050173,https://www.optik-koch.de/,+49 8807 4626
Optik Koller,,,,,,48.8924012,11.1833238,False,162.76445298953146,1,0.11667321761165844,https://www.optik-koller.de,+49 8421 99824
Optik Kronwinkler,,,,,,48.1695787,12.8311888,False,81.88943975805626,4,0.2287464703523307,,
Optik Kürner,,,,,,48.1620789,11.5841077,False,77.65335618265034,146,0.09260820035854839,,
Optik Lachenmaier,Bahnhofstraße,2b,85540,Haar,,48.1106112,11.7293674,False,67.10474435716856,43,0.37489633655114774,,
Optik Leder,Robert-Koch-Straße,17,84489,Burghausen,,48.1714175,12.8284728,False,81.92959240857806,4,0.14862170259621513,,
Optik Lenggries,,,,,,47.6801149,11.5745637,False,45.65808726680838,4,8.781388310862708,,
Optik Liebl,,,,,,48.0502003,10.8764527,False,109.43645938810207,7,0.05463117976842743,,
Optik Lochner,Marktplatz,9,85614,Kirchseeon,,48.07112,11.8892387,False,58.0633349110244,12,0.023388373417892995,,+49 8091 5639600
Optik Lochner,,,,,,48.0767128,11.9682194,False,56.83040068612363,6,0.11707279758306355,,
Optik Lochner,Leibstraße,1,85540,Haar,,48.1075563,11.7315037,False,66.73087603392018,40,0.37489633655114774,,
Optik Marx,Augustenstraße,110,80798,München,,48.1542025,11.566403,False,77.68456503343641,150,0.3635314289697138,,
Optik Matt,,,,,,47.9654909,12.5857117,False,52.78727613324249,3,0.10126823601527835,,
Optik Matt,Kirchzeile,20,83043,Bad Aibling,,47.8649137,12.0110903,False,33.40738261609213,18,0.09064045895747257,https://matt.de/standorte/optiker-bad-aibling/,+49 8061 93 93 051
Optik Maurer,,,,,,48.0694206,11.377699,False,79.94496701057315,26,0.09341830155270271,,
Optik Mayer,Nymphenburger Straße,181,80634,München,,48.1560112,11.5315333,False,79.37304537255017,150,0.31605417231303257,,
Optik Meier,Schlüterstraße,5,85057,Ingolstadt,,48.7697408,11.3983233,False,143.70135200782556,15,1.8954359674388688,https://meier-optik.de,+49 841 480670
Optik Meirandres,Münchener Straße,4,82131,Gauting,,48.0658454,11.3812006,False,79.48516059746198,26,0.3533401891649699,https://www.optikmeirandres.de/,+49 89 8508858
Optik Melzer,Rosenheimer Landstraße,56,85521,Ottobrunn,,48.0632702,11.6619423,False,65.33350937674194,58,0.14422043884292662,,
Optik Messbacher,,,,,,47.7788071,12.4527213,False,30.513767219957227,3,0.23801012683237152,,
Optik Messbacher im Ruffinihaus,,,,,,48.1362813,11.5730629,False,75.77795741562332,158,0.07806994825359441,https://optik-ruffinihaus.de/,
Optik Michaela Bucher,,,,,,47.7881216,11.8314975,False,33.886739559712076,7,0.01311479787141402,,
Optik Millan,Bahnhofstraße,40,82377,Penzberg,,47.7530195,11.3779669,False,62.00290742351485,2,0.27449725639557077,https://www.optik-millan.de/,+49 8856 4214
Optik Muffang,Hauptstraße,28,85579,Neubiberg,,48.0751691,11.6653807,False,66.2709769673165,91,0.8904712104779242,,
Optik Nixdorf,,,,,,48.1690675,11.3227507,False,90.577141427309,25,0.2850027541881446,http://optiknixdorf.de,
Optik Novotny,,,,,,47.7513548,11.8388012,False,30.855960512249087,10,1.5206331081239477,,
Optik Obermaier,,,,,,47.7965666,10.9245278,False,95.95211205139134,4,2.5914186282050298,,
Optik Paradies Suchy,Sendlinger Straße,60,80331,München,,48.1343748,11.5681936,False,75.81989248277306,156,0.022031247740839425,,
Optik Parzinger,Färbergasse,6,83043,Bad Aibling,,47.8650227,12.0097999,False,33.452480519058774,18,0.09702202337159276,https://www.optik-parzinger.de/,+49 8061 5088
Optik Pfleger,,,,,,48.1763557,11.7544739,False,72.75847925075597,24,1.4059290947843828,,
Optik Rath,,,,,,47.7886892,11.830953,False,33.95924308044556,7,0.0537518476731748,,
Optik Reiniger,,,,,,48.0620308,11.6761661,False,64.61348269158378,49,0.35160815438385584,,
Optik Riess,Ainmillerstraße,22,80801,München,,48.1588482,11.5808534,False,77.49326771031795,148,0.1078208120268162,,
Optik Rischpler,Am Harras,11,81373,,,48.1170778,11.5389801,False,75.60930487280007,159,0.10508872478576645,https://optik-rischpler.de/,+49 89 761716
Optik Schaffernicht,Eschenstraße,14,82024,Taufkirchen,,48.05156,11.6074983,False,66.74153938642111,87,0.4087540332390783,,
Optik Scheere,Bräuhausgasse,9,,,,48.3070654,11.9085648,False,82.74379993648992,7,0.055887922248961594,https://www.erding.optik-scheere.de/,+49 8122 18337
Optik Schlierf,Ostpreußenstraße,38,81927,München,,48.1501153,11.6408059,False,74.23820759800327,141,0.9493543490235214,https://www.optikschlierf.de/,
Optik Schmeidl,,,,,,47.8829129,11.9151455,False,38.26038749134095,8,0.1611499192081973,https://optik-schmeidl.de/,+49 8062 80120
Optik Schneider,Am Kurpark,3,82467,Garmisch-Partenkirchen,,47.4945604,11.0920651,False,81.26974564627237,5,0.08534141073536385,https://optik-schneider.de,
Optik Schölzel GmbH,Griesstraße,13,85567,Grafing bei München,,48.0436932,11.9672109,False,53.31666241705268,7,0.19661525116298784,,+49 8092 7679
Optik Seidel,,,,,,48.1711417,11.8074358,False,70.64346155722546,18,3.762188277269001,,
Optik Seidel,Marktplatz,23,85567,Grafing bei München,,48.0454357,11.9667616,False,53.51201169029461,7,0.19661525116298784,https://www.optikseidel.de/,+49 8092 4581
Optik Seidl,,,,,,48.0768202,11.969787,False,56.81153721669287,6,0.11707279758306355,,
Optik Sieber,Bahnhofstraße,24,82131,Gauting,,48.0684072,11.3783872,False,79.83136442909625,26,0.03865749647697773,,
Optik Springer,Bahnhofstraße,43,82152,Planegg,,48.104645,11.416019,False,80.61650935959386,51,0.030929242782806024,,
Optik Stang,Innsbrucker Straße,1,82481,Mittenwald,,47.4383104,11.2603272,False,69.95740026230303,0,12.84155862699901,,
Optik Stock,Bunzlauer Straße,14,80992,München,,48.1804945,11.5078429,False,82.60535205433402,142,0.2794556966447588,,
Optik Stratz,Alter Messeplatz,6a,80339,München,,48.1348556,11.545624,False,76.86610406120968,156,0.2353778754811761,,
Optik Stratz,,,,,,48.1357652,11.5411323,False,77.14883528436117,158,0.08329851475203899,https://www.optik-stratz.de/,+49 89 506501
Optik Straßer,,,,,,47.7644427,12.7468665,False,47.88141712203455,1,7.506228272661647,https://www.ritter-optik.de/,
Optik Studio Geyer,Schrannenplatz,5,,,,48.3061076,11.9076396,True,82.65631684458569,7,0.06946850118631827,https://www.qs-optiker.de/erding,+49 8122 93344
Optik Studio Markt Schwaben,Am Kupferschmiedberg,2,85570,Markt Schwaben,,48.1913726,11.8689744,True,71.16584219540587,5,0.06401571135278372,,
Optik Tewes,Ledererzeile,16,83512,Wasserburg am Inn,,48.0623398,12.2310123,False,53.482830533737676,3,0.1024052022020091,,
Optik Tischler,Otto-Wagner-Straße,8,82110,Germering,,48.1260491,11.3659222,False,84.92351043131782,36,0.2056410536812059,,
Optik Trepl GmbH,Bahnhofstraße,17,83278,Traunstein,,47.8690659,12.6414685,False,47.652589487651596,6,0.09804790551869426,,
Optik Uebelhör,Pilgersheimer Straße,62,81543,München,,48.1136188,11.5716752,False,73.81597795445329,165,0.6983506472313378,https://optik-uebelhoer.de/,+49 89 662604
Optik Vitzthum,,,,,,48.2829976,11.5798107,False,89.24639333866575,18,0.03235168007262394,https://optik-vitzthum.de/,+49 89 3107917
Optik Vogel,Sonnenstraße,32,80331,,,48.1342553,11.5656821,False,75.91969871129714,156,0.10006373442800662,https://www.optik-vogel.de/,+49 89 5501112
Optik Vogel,Richard-Strauss-Straße,33,81677,München,,48.1420202,11.6149835,False,74.52353798145057,152,0.7852531498363854,,
Optik Walger,Nymphenburger Straße,156a,80634,München,,48.1527502,11.5346719,False,78.94327819027619,150,0.04900275003273005,,
Optik Walter,,,,,,48.16189,11.2245798,False,95.272507897922,15,2.843475629741059,https://www.optik-walter-ffb.de/,+49 81 41 36 39 30
Optik Wamsler,Forstenrieder Straße,3,82061,Neuried,,48.0929438,11.466509,False,77.08768809032608,97,1.092999806873306,,
Optik Weiglein,Putzbrunner Straße,29,85521,Ottobrunn,,48.0671767,11.6661329,False,65.50904706942809,66,0.39370652651332455,,
Optik Werber,,,,,,48.0990052,11.5188644,False,75.00625116925615,153,0.5018169517969968,,
Optik Westermeier,Lassallestraße,95,80995,München,,48.1980181,11.5346919,False,83.02248887715075,135,1.6067944437579618,https://www.optik-westermeier.de/,+49 89 1503620
Optik Wimmer & Blain GmbH,Schaumburgerstraße,25,83278,Traunstein,,47.8703806,12.6474272,False,48.08223873313262,7,0.22914581872642328,,
Optik Windbichler,Hausbachweg,5,83242,Reit im Winkl,,47.6778743,12.468185,False,24.91949522582806,0,11.282670264148072,https://www.uhrenschmuck-optik.de,+49 8640 8180
Optik Zankl,,,,,,48.5568028,11.7423181,False,112.74745881901751,1,9.996591691223774,,
Optik Zorzi,Poststraße,46,83435,Bad Reichenhall,,47.7242628,12.8773229,False,55.4867645271428,3,0.10320958044774164,,
Optik am Markt,Marktplatz,6,85456,Wartenberg,,48.4047961,11.9892112,False,92.29611310433283,4,7.976655923957443,https://www.optik-a-markt.de/startseite/,
Optik am Nordbad,Elisabethstraße,51,80796,München,,48.1595457,11.564086,False,78.26861247865607,146,0.45409793020735867,,
Optik am See,,,,,,47.9965977,11.1709543,False,87.43854421765286,6,0.22268052666781496,,
Optik optimal,Räterstraße,19,,,,48.1639172,11.7578765,False,71.40014125951977,26,1.4059290947843828,https://optik-optimal.de/,+49 89 9038831
Optik- und Akustikhaus,,,,,,48.062626,12.7676782,False,69.66966557183623,0,12.072144166997244,,
Optik-Haus Walter,,,,,,48.2618793,11.4748006,False,91.38600046073272,22,2.4642554419320675,,
OptikHaus Haberkorn,Pöltnerstraße,13,82362,Weilheim in Oberbayern,,47.8381305,11.1418993,False,81.74341093269844,4,0.14119776002648932,,
Optiker Sturber,,,,,,48.6855779,11.6127725,False,129.2764871329029,4,0.052519973045615086,,
Optikhaus Giesing,,,,,,48.1093809,11.5786172,False,73.1291326877448,163,0.6983506472313378,,
Optikhaus Wolf,,,,,,48.118576,11.4288762,False,81.07786009254119,68,0.05002902127846001,,
Optique,,,,,,47.8551759,12.1243072,False,30.397145202152394,17,0.040526665043122224,,
Optoreha GmbH,Junkersstraße,2,82178,Puchheim,,48.1617687,11.3430155,False,88.94783299128235,35,1.3088464484305105,https://optoreha.de/,+4989159096030
Paul Mayer Augenoptik,Marienstraße,1,,,,47.8686264,12.6458151,False,47.863066059308395,7,0.05729310938970588,https://www.paul-mayer.de/,+49 861 2099614
Pauls Brillen,Nikolausstraße,5,84518,Garching an der Alz,,48.1320161,12.582724,False,68.45558092104291,0,11.65701979014372,https://www.pauls-brillen.de/,
Piller,,,,,,48.1897663,11.8681435,False,71.01567050837342,5,0.12508447207013673,,
Prisma Optik,Leuchtenbergstraße,2,85737,Ismaning,,48.2290815,11.671399,False,80.74228130171848,31,0.45447803317620755,,
Pupille Optik,,,,,,48.1317366,11.5766557,False,75.21242486259038,160,0.011072450405026368,,
Rainbow Optik,Marktplatz,10,85614,Kirchseeon,,48.0709265,11.8891153,False,58.04653664742342,12,0.023388373417892995,,+49 8091 567964
Ray-Ban,Kaufingerstraße,9,80331,München,,48.137477,11.5733154,False,75.87458997882078,158,0.04630642363737522,,
Reichhart,Münchener Straße,93,85051,Ingolstadt,,48.7434482,11.4340915,False,139.97726731829803,15,1.5213381691025363,,
Reitberger,,,,,,48.2578141,11.5569878,False,87.69037369636456,28,3.088392832423944,,
Reitberger Optik,Kistlerhofstraße,111,81379,München,,48.0945106,11.519473,False,74.59680004673277,155,0.5018169517969968,https://reitberger-optik.de/,+49 89 189378880
Retro Optik,Viktoriastraße,25,80803,München,,48.1662243,11.5789584,False,78.24932672249416,145,0.1594777187394145,,
Richter Optik,Weißenburger Straße,33,81667,München,,48.1284383,11.6007353,False,73.87476484817496,158,0.02666626045159593,,
Riedl & Reif Augenoptik,Landshuter Straße,17,85356,Freising,,48.4048807,11.7542215,False,96.37368634312507,9,0.5966639194069431,https://www.feineaugenoptik.de/,+49 8161 232913
Ritter,Kantstraße,1,83301,Traunreut,,47.9637677,12.5915918,False,52.89604135454187,3,0.2873319045343833,,
Rosset,,,,,,48.1180713,11.5402184,False,75.63863787241829,160,0.02961599384391012,,
SEHHAUS Herrsching,,,,,,47.9984191,11.1721983,False,87.46509917525336,6,0.22268052666781496,,
SKORUPA Augenoptik,Kreillerstraße,63,81673,München,,48.1267379,11.6409482,False,72.04347806979945,145,0.03533057670320742,https://augenoptik-skorupa.de/,+49 89 43670894
Scheuerer,,,,,,48.3515293,12.1298079,False,85.46746134514024,4,0.9103953369768066,,
Schindler's Augenoptik,Seybothstraße,17,,München,,48.090457,11.5643246,False,72.12214259774831,151,2.3567652670079484,,+49 89 6253605
Schmidt Optik am Theater,Mauthstraße,10,85049,Ingolstadt,,48.7634663,11.4269043,False,142.23184993582768,15,0.08520041305945163,https://schmidtoptikamtheater.de/,+49 8419 315222
Schöller,,,,,,48.118026,11.4308273,False,80.93433277238616,66,0.1572190429409324,,
Schönweitz Optik,Schlierseestraße,,81539,München,,48.1113265,11.5947878,False,72.58582566094769,156,1.156949522968158,,
Schönweitz Optik,Willy-Brandt-Platz,5,81829,München,,48.1317249,11.6928286,False,70.48947060727316,121,0.08865179479320932,,
Sedlmair Optik,Wendelsteinstraße,13,82031,Grünwald,,48.0315491,11.5244129,False,69.17432092696895,30,1.0287696448780688,https://www.sedlmair-optik.de/,+49 89 649 152 20
Seeoptik,Alte Rathausstraße,1,83209,Prien am Chiemsee,,47.8554165,12.344084,False,33.03984660800365,3,0.1852748292064851,https://www.see-optik.de,+49 8051 63400
SehRose Optik,Zweibrückenstraße,19,80331,München,,48.1328283,11.5843151,False,74.97801960385405,160,0.3454175851668643,,
Sehen und Hören Chiemsee,,,,,,47.8272411,12.482516,False,35.97542383536456,2,5.827252772754825,,
Sehenswert,Kirchzeile,4,83043,Bad Aibling,,47.8640986,12.0111035,False,33.32212874871252,18,0.07775507652977356,https://www.sehenswertaugenoptik.de/,+49 8061 37 00 467
Sehenswert,Bahnhofstraße,17,85296,Rohrbach an der Ilm,,48.6068592,11.5678057,False,122.19585689095237,8,4.321126431158667,https://www.sehenswert-augenoptik.de,
Sehenswert Optiker,Hofstatt,21,83512,Wasserburg am Inn,,48.0621584,12.2326225,False,53.47367242599841,3,0.1213488914719477,https://www.sehenswert-optiker.de/,+49 8071 94434
Sehenswert.optik,Hauptstraße,4,82433,Bad Kohlgrub,,47.6670615,11.0548386,False,83.84441790993036,0,10.978267511544738,https://www.sehenswertoptik.de,
Sehform,,,,,,48.0500219,10.8771375,False,109.38218494219309,7,0.05463117976842743,,
Seyfert,,,,,,48.1714982,11.7211224,False,73.36255015160451,34,2.531404088352618,,+49 89 9037959
Seytter,,,,,,48.1287459,11.592947,False,74.23631140321386,158,0.05662009941730254,,
Sichtbar Optik,Am Wörth,3,85354,Freising,,48.3990714,11.7419438,False,96.05887279829348,9,0.12518930321345043,https://www.sichtbar-optik.com/,+49 81613808
Sichtbetont,,,,,,48.7645369,11.4286323,False,142.29214429888495,15,0.1336259885261015,,
Sichtwerkstatt,,,,,,48.2719132,12.1514381,False,76.57884285540024,5,0.1569193890899976,,
Sichtwerkstatt,Münchner Straße,6,84424,Isen,,48.2124887,12.0566697,False,70.44190449553228,3,9.639187581671358,http://www.sichtwerkstatt-dorfen.de,
Sportoptik Michaela Bucher,,,,,,47.7881115,11.8313226,False,33.89568228264855,7,0.01311479787141402,,
Star Optik,,,,,,48.1210221,11.548177,False,75.53173494046845,159,0.6479650880923495,,
Steimeyer Augenoptik,Ottostraße,7,85521,Ottobrunn,,48.0598665,11.6670354,False,64.80579336677849,52,0.37688306711510344,,
Straßer Optik,Marktler Straße,3b,84489,Burghausen,,48.1675557,12.8317486,False,81.73639477137154,4,0.2287464703523307,,
Sunglass Hut,Otto-Hahn-Straße,1,,,,48.783614,11.4808869,False,142.82429716859608,15,0.07688648045624621,,
Sunglasses by Pfendt Optic,Otto-Hahn-Straße,1,,,,48.7829969,11.4804135,False,142.772787951882,15,0.07688648045624621,,
Söhnges Exklusiv Optik GmbH,Brienner Straße,7,,München,,48.1428482,11.57601,False,76.24275023338049,152,0.16527454418710702,,
